name,price,rating,ram,display,camera,battery,processor
"(Refurbished) POCO X5 Pro 5G (Astral Black, 256 GB)","₹18,999",,Grade: Refurbished - Superb,Compatible Charger & Cable,8 GB RAM | 256 GB ROM |,6.67 inch Full HD+ Display,108MP Rear Camera | 16MP Front Camera
"REDMI 13c 5G (Startrail Silver, 256 GB)","₹12,900",4.2,8 GB RAM | 256 GB ROM,17.12 cm (6.74 inch) Display,50MP Rear Camera,5000 mAh Battery,1 Year
"vivo T2 5G (Velocity Wave, 128 GB)","₹15,999",4.4,6 GB RAM | 128 GB ROM,16.21 cm (6.38 inch) Full HD+ Display,64 MP (OIS) + 2MP | 16MP Front Camera,4500 mAh Battery,Snapdragon 695 Processor
"realme C63 (Leather Blue, 128 GB)","₹8,999",4.3,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.13 cm (6.745 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5000 mAh Battery,T612 Processor
"POCO C65 (Pastel Green, 128 GB)","₹9,499",4.3,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.12 cm (6.74 inch) HD+ Display,50MP + AI Lens + 2MP | 8MP Front Camera,5000 mAh Battery,Helio G85 Processor
"(Refurbished) MOTOROLA g14 (Pale Lilac, 128 GB)","₹6,199",,Grade: Refurbished - Superb,Compatible Charger & Cable,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm Full HD+ Display,50MP + 2MP Dual Rear Camera | 8MP Front Camera
"IQOO z9x (Storm Grey, 128 GB)","₹17,490",4.4,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,6000 mAh Battery,Qualcomm SM6450 Snapdragon 6 Gen 1 Processor
"Apple iPhone 14 (Yellow, 128 GB)","₹52,990",4.6,128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,"A15 Bionic Chip, 6 Core Processor Processor",1 year warranty for phone and 1 year warranty for in Box Accessories.
"Samsung Galaxy M14 5G (ICY Silver, 128 GB)",,4.2,4 GB RAM | 128 GB ROM | Expandable Upto 128 GB,16.76 cm (6.6 inch) Full HD Display,50MP + 50MP | 1920MP + 2MP Dual Front Camera,6000 mAh Battery,Exynos Processor
"POCO X6 Pro 5G (Spectre Black, 256 GB)","₹26,999",4.3,8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Battery,Dimensity D8300 Ultra Processor
"Samsung M06 5G (Sage Green, 128 GB)","₹9,995",3.9,4 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Samsung Galaxy M14 5G (Berry Blue, 128 GB)",,4.2,6 GB RAM | 128 GB ROM,16.76 cm (6.6 inch) Display,50MP Rear Camera,6000 mAh Battery,1 year for handset and 6 month for accessories
"REDMI 12 5G (Blue, 128 GB)","₹11,999",4.3,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.25 cm (6.79 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Snapdragon 4 Gen 2 Processor
"IQOO Z10X 5G (Titanium, 128 GB)","₹13,635",4.4,6 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,6500 mAh Battery,1 Year Warranty on Handset and 6 Months Warranty on Accessories
"Samsung Galaxy F15 5G (Groovy Violet, 128 GB)","₹17,999",4.2,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,6000 mAh Lithium ion Battery,MediaTek Dimensity 6100+ Processor
"POCO C61 (Ethereal Blue, 64 GB)","₹7,180",4.1,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Helio G36 Processor
"REDMI A3X (Olive Green, 128 GB)","₹6,999",4.1,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Apple iPhone 15 (Black, 128 GB)","₹64,900",4.6,128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,48MP + 12MP | 12MP Front Camera,"A16 Bionic Chip, 6 Core Processor Processor",1 year warranty for phone and 1 year warranty for in Box Accessories.
"(Refurbished) POCO M5 (Power Black, 64 GB)","₹5,399",,Grade: Refurbished - Superb,Compatible Charger & Cable,4 GB RAM | 64 GB ROM |,16.71 cm Full HD+ Display,50MP Rear Camera | 8MP Front Camera
"POCO C61 - Locked with Airtel Prepaid (Diamond Dust Black, 64 GB)","₹7,499",4.1,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Helio G36 Processor
"Tecno Pop 9 5G (Azure Sky, 64 GB)","₹8,699",3.9,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) HD+ Display,48MP Rear Camera | 8MP Front Camera,5000 mAh Battery,Dimensity 6300 5G Processor
"Samsung Galaxy M14 5G (Berry Blue, 128 GB)","₹10,893",4.2,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.76 cm (6.6 inch) Full HD Display,50MP + 50MP | 13MP + 13MP Dual Front Camera,6000 mAh Battery,Samsung Exynos 1330 Processor
"REDMI Note 13 Pro 5G (Coral Purple, 128 GB)","₹18,570",4.3,8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Display,200MP (OIS) + 8MP + 2MP | 16MP Front Camera,5100 mAh Battery,7s Gen 2 Mobile Platform 5G Processor
"POCO C61 (Ethereal Blue, 128 GB)","₹8,499",4.3,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Helio G36 Processor
"Samsung Galaxy M14 5G (Smoky Teal, 128 GB)",,4.2,6 GB RAM | 128 GB ROM,16.76 cm (6.6 inch) Display,50MP Rear Camera,6000 mAh Battery,1 year manufacturer for handset and 6 month for accessories
"Honor 90 5G (Emerald Green, 256 GB)",,4.2,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Display,200MP Rear Camera,5000 mAh Battery,1 year manufacturer warranty for handset & 6 months for accessories
"realme 13 Pro 5G (Monet Purple, 256 GB)","₹23,999",4.4,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP + 2MP | 32MP Front Camera,5200 mAh Battery,Snapdragon 7s Gen2 Processor
"realme Narzo 70 Pro 5G (Glass Gold, 256 GB)","₹17,289",4.4,8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,50MP Rear Camera,5000 mAh Battery,1 Year Domestic Warranty for Phone and 6 Months Warranty for In-Box Accessories
"(Refurbished) Samsung Galaxy A34 5G (Awesome Violet, 128 GB)","₹17,699",,Grade: Refurbished - Superb,Compatible Charger & Cable,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm Full HD+ Display,"48MP + 8, 5MP Dual Rear Camera | 13MP Front Camera"
"IQOO z9x (Storm Grey, 128 GB)","₹17,490",4.4,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,6000 mAh Battery,Qualcomm SM6450 Snapdragon 6 Gen 1 Processor
"Apple iPhone 14 (Yellow, 128 GB)","₹52,990",4.6,128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,"A15 Bionic Chip, 6 Core Processor Processor",1 year warranty for phone and 1 year warranty for in Box Accessories.
"POCO X5 Pro 5G (Yellow, 128 GB)","₹17,349",4.3,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,108MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 778G Processor
"Samsung Galaxy M14 5G (ICY Silver, 128 GB)",,4.2,4 GB RAM | 128 GB ROM | Expandable Upto 128 GB,16.76 cm (6.6 inch) Full HD Display,50MP + 50MP | 1920MP + 2MP Dual Front Camera,6000 mAh Battery,Exynos Processor
"POCO X6 Pro 5G (Spectre Black, 256 GB)","₹26,999",4.3,8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Battery,Dimensity D8300 Ultra Processor
"realme GT 6 (Razor Green, 256 GB)","₹28,999",4.5,12 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,50MP + 8MP + 50MP | 32MP Front Camera,5500 mAh Battery,8s Gen 3 Mobile Platform Processor
"Samsung M06 5G (Sage Green, 128 GB)","₹9,995",3.9,4 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Samsung Galaxy M14 5G (Berry Blue, 128 GB)",,4.2,6 GB RAM | 128 GB ROM,16.76 cm (6.6 inch) Display,50MP Rear Camera,6000 mAh Battery,1 year for handset and 6 month for accessories
"REDMI 12 5G (Blue, 128 GB)","₹11,999",4.3,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.25 cm (6.79 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Snapdragon 4 Gen 2 Processor
"IQOO Z10X 5G (Titanium, 128 GB)","₹13,635",4.4,6 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,6500 mAh Battery,1 Year Warranty on Handset and 6 Months Warranty on Accessories
"Samsung Galaxy F15 5G (Groovy Violet, 128 GB)","₹17,999",4.2,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,6000 mAh Lithium ion Battery,MediaTek Dimensity 6100+ Processor
"POCO C61 (Ethereal Blue, 64 GB)","₹7,180",4.1,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Helio G36 Processor
"REDMI A3X (Olive Green, 128 GB)","₹6,999",4.1,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Honor 90 5G (Diamond Silver, 256 GB)",,4.2,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Display,200MP Rear Camera,5000 mAh Battery,1 year manufacturer warranty for handset & 6 months for accessories
"Apple iPhone 15 (Black, 128 GB)","₹64,900",4.6,128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,48MP + 12MP | 12MP Front Camera,"A16 Bionic Chip, 6 Core Processor Processor",1 year warranty for phone and 1 year warranty for in Box Accessories.
"(Refurbished) POCO M5 (Power Black, 64 GB)","₹5,399",,Grade: Refurbished - Superb,Compatible Charger & Cable,4 GB RAM | 64 GB ROM |,16.71 cm Full HD+ Display,50MP Rear Camera | 8MP Front Camera
"POCO C61 - Locked with Airtel Prepaid (Diamond Dust Black, 64 GB)","₹7,499",4.1,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Helio G36 Processor
"Tecno Pop 9 5G (Azure Sky, 64 GB)","₹8,699",3.9,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) HD+ Display,48MP Rear Camera | 8MP Front Camera,5000 mAh Battery,Dimensity 6300 5G Processor
"Samsung Galaxy M14 5G (Berry Blue, 128 GB)","₹10,893",4.2,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.76 cm (6.6 inch) Full HD Display,50MP + 50MP | 13MP + 13MP Dual Front Camera,6000 mAh Battery,Samsung Exynos 1330 Processor
"POCO C61 (Ethereal Blue, 128 GB)","₹8,499",4.3,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Helio G36 Processor
"Samsung Galaxy M14 5G (Smoky Teal, 128 GB)",,4.2,6 GB RAM | 128 GB ROM,16.76 cm (6.6 inch) Display,50MP Rear Camera,6000 mAh Battery,1 year manufacturer for handset and 6 month for accessories
"Honor 90 5G (Emerald Green, 256 GB)",,4.2,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Display,200MP Rear Camera,5000 mAh Battery,1 year manufacturer warranty for handset & 6 months for accessories
"realme 13 Pro 5G (Monet Purple, 256 GB)","₹23,999",4.4,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP + 2MP | 32MP Front Camera,5200 mAh Battery,Snapdragon 7s Gen2 Processor
"realme Narzo 70 Pro 5G (Glass Gold, 256 GB)","₹17,289",4.4,8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,50MP Rear Camera,5000 mAh Battery,1 Year Domestic Warranty for Phone and 6 Months Warranty for In-Box Accessories
"(Refurbished) Samsung Galaxy A34 5G (Awesome Violet, 128 GB)","₹17,699",,Grade: Refurbished - Superb,Compatible Charger & Cable,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm Full HD+ Display,"48MP + 8, 5MP Dual Rear Camera | 13MP Front Camera"
"OPPO K12x 5G with 45W SUPERVOOC Charger In-The-Box (Feather Pink, 256 GB)","₹15,999",4.4,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) HD Display,32MP + 2MP | 8MP Front Camera,5100 mAh Battery,Dimensity 6300 Processor
"IQOO Z6 Lite 5G (With Charger) (Mystic Night, 128 GB)",,4.3,6 GB RAM | 128 GB ROM,16.97 cm (6.68 inch) Display,50MP Rear Camera,5000 mAh Battery,1 Year
"IQOO Z6 Lite 5G (With Charger) (Stellar Green, 128 GB)",,4.3,6 GB RAM | 128 GB ROM,16.97 cm (6.68 inch) Display,50MP Rear Camera,5000 mAh Battery,1 Year
"Samsung Galaxy M14 5G (Smoky Teal, 128 GB)","₹10,956",4.2,6 GB RAM | 128 GB ROM,16.76 cm (6.6 inch) Display,50MP Rear Camera,6000 mAh Battery,1 year manufacturer for handset and 6 month for accessories
"Samsung Galaxy S23 FE (Cream, 128 GB)","₹34,999",4.4,8 GB RAM | 128 GB ROM,16.26 cm (6.4 inch) Full HD+ Display,50MP + 12MP | 10MP Front Camera,4500 mAh Battery,Samsung Exynos 2200 Processor
"REDMI 13C (Black, 128 GB)","₹8,999",4.3,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.12 cm (6.74 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5000 mAh Battery,Helio G85 Processor
"REDMI A3X (Starry White, 128 GB)","₹6,999",4.1,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Apple iPhone 13 (Starlight, 128 GB)","₹44,999",4.6,128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,1 year warranty for phone and 1 year warranty for in Box Accessories.
"POCO X6 Pro 5G (Yellow, 512 GB)","₹28,999",4.3,12 GB RAM | 512 GB ROM,16.94 cm (6.67 inch) Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Battery,Dimensity D8300 Ultra Processor
"realme 13 Pro 5G (Monet Purple, 128 GB)","₹21,999",4.4,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP + 2MP | 32MP Front Camera,5200 mAh Battery,Snapdragon 7s Gen2 Processor
"(Refurbished) POCO X3 Pro (Graphite Black, 128 GB)","₹8,499",4,Grade: Refurbished - Superb,Compatible Charger & Cable,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,6.67 inch Full HD+ Display,48MP + 8MP Dual Rear Camera | 20MP Front Camera
"LAVA Blaze X 5G (Titanium Grey, 128 GB)","₹14,899",4.2,4 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Display,64MP Rear Camera,5000 mAh Battery,1 Year Handset Warranty and 6 Months Warranty on Accessories
"REDMI Note 13 5G (Arctic White, 256 GB)",,4.2,12 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,108MP Rear Camera,5000 mAh Battery,1 Year Brand Warranty
"realme 13 5G Up to 18GB Dynamic RAM | AI Dual Camera | Dimensity 6300 Processor (Speed Green, 256 GB)","₹16,499",4.1,8 GB RAM | 256 GB ROM,17.07 cm (6.72 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,Dimensity 6300 Processor
"POCO F5 5G (Carbon Black, 256 GB)","₹29,999",4.4,8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,64MP (OIS) + 8MP + 2MP | 16MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 7+ Gen 2 (4nm) Processor
"REDMI A3X (Ocean Green, 128 GB)","₹6,999",4.1,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"POCO C65 (Pastel Blue, 128 GB)","₹9,499",4.3,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.12 cm (6.74 inch) HD+ Display,50MP + AI Lens + 2MP | 8MP Front Camera,5000 mAh Battery,Helio G85 Processor
"Infinix Smart 8 Plus (Shiny Gold, 128 GB)","₹7,799",4.3,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,50MP + AI Lens | 8MP Front Camera,6000 mAh Battery,Mediatek Helio G36 Processor
"(Refurbished) REDMI K50i 5G (Phantom Blue, 128 GB)","₹18,299",,Grade: Refurbished - Superb,Compatible Charger & Cable,6 GB RAM | 128 GB ROM |,6.6 inch Display,64MP Rear Camera
"Samsung Galaxy S23 FE (Graphite, 128 GB)","₹38,990",4.4,8 GB RAM | 128 GB ROM,16.26 cm (6.4 inch) Full HD+ Display,50MP + 12MP | 10MP Front Camera,4500 mAh Battery,Samsung Exynos 2200 Processor
"realme NARZO N63 (Leather Blue, 64 GB)","₹7,354",4.3,4 GB RAM | 64 GB ROM,17.12 cm (6.74 inch) Display,50MP Rear Camera,5000 mAh Battery,1 year manufacture warranty
"Tecno Pop 9 5G (Aurora Cloud, 128 GB)","₹12,999",3.9,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) HD+ Display,48MP Rear Camera | 8MP Front Camera,5000 mAh Battery,Dimensity 6300 5G Processor
"POCO F5 5G (Electric Blue, 256 GB)","₹29,999",4.4,8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,64MP (OIS) + 8MP + 2MP | 16MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 7+ Gen 2 (4nm) Processor
"realme GT 6 (Fluid Silver, 256 GB)","₹27,999",4.5,8 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,50MP + 8MP + 50MP | 32MP Front Camera,5500 mAh Battery,8s Gen 3 Mobile Platform Processor
"Tecno Pop 9 5G (Midnight Shadow, 128 GB)","₹9,499",3.9,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) HD+ Display,48MP Rear Camera | 8MP Front Camera,5000 mAh Battery,Dimensity 6300 5G Processor
"Honor 90 5G (Midnight Black, 512 GB)","₹29,999",4.2,12 GB RAM | 512 GB ROM,17.02 cm (6.7 inch) Display,200MP Rear Camera,5000 mAh Battery,1 year manufacturer warranty for handset & 6 months for accessories
"realme 13 Pro 5G (Monet Gold, 256 GB)","₹32,999",4.3,12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP + 2MP | 32MP Front Camera,5200 mAh Battery,Snapdragon 7s Gen2 Processor
"Samsung Galaxy F15 5G (Jazzy Green, 128 GB)","₹15,399",4.2,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,6000 mAh Lithium ion Battery,MediaTek Dimensity 6100+ Processor
"realme GT 6 (Razor Green, 256 GB)","₹27,999",4.5,8 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,50MP + 8MP + 50MP | 32MP Front Camera,5500 mAh Battery,8s Gen 3 Mobile Platform Processor
"Honor 200 Pro 5G (Ocean Cyan, 512 GB)","₹57,999",4.1,12 GB RAM | 512 GB ROM,17.22 cm (6.78 inch) Full HD+ Super AMOLED Display,50MP + 50MP + 12MP | 50MP Front Camera,5200 mAh Battery,Snapdragon 8s Gen 3 Processor
"Honor 200 Pro 5G (Black, 512 GB)","₹36,999",4.1,12 GB RAM | 512 GB ROM,17.22 cm (6.78 inch) Full HD+ Super AMOLED Display,50MP + 50MP + 12MP | 50MP Front Camera,5200 mAh Battery,Snapdragon 8s Gen 3 Processor
"realme C63 (Jade Green, 64 GB)","₹8,499",4.3,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,17.13 cm (6.745 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5000 mAh Battery,T612 Processor
"realme Narzo 60x 5G (Stellar Green, 128 GB)",,4.3,4 GB RAM | 128 GB ROM,17.07 cm (6.72 inch) Display,50MP Rear Camera,5000 mAh Battery,1 Year Brand Warranty
"IQOO Z6 Lite 5G (Without Charger) (Mystic Night, 128 GB)","₹13,990",4.2,6 GB RAM | 128 GB ROM,16.97 cm (6.68 inch) Display,50MP Rear Camera,5000 mAh Battery,1 Year
"Samsung Galaxy F56 5G (Green, 256 GB)","₹29,799",4.4,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP + 2MP | 12MP Front Camera,5000 mAh Battery,Exynos 1480 Processor
"REDMI Note-13 Pro 5G (Scarlet Red, 256 GB)","₹22,983",4.4,8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,200MP (OIS) + 8MP + 2MP | 16MP Front Camera,5100 mAh Battery,7s Gen 2 Mobile Platform 5G Processor
"POCO F5 5G (Snowstorm White, 256 GB)","₹33,999",4.3,12 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,64MP (OIS) + 8MP + 2MP | 16MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 7+ Gen 2 (4nm) Processor
"REDMI 13C (Stardust Black, 128 GB)",,4.3,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.12 cm (6.74 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5000 mAh Battery,Helio G85 Processor
"REDMI Note 13 Pro+ 5G (Fusion Black, 256 GB)","₹20,385",4.3,8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,200MP (OIS) + 8MP + 2MP | 16MP Front Camera,5000 mAh Battery,Dimensity 7200 Ultra 5G Processor
"MOTOROLA G04 (Satin Blue, 64 GB)","₹6,999",4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,16MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Unisoc T606 Processor
"realme C61 (Safari Green, 128 GB)","₹8,199",4.3,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.13 cm (6.745 inch) HD+ Display,32MP Rear Camera | 5MP Front Camera,5000 mAh Battery,T612 Processor
"Samsung Galaxy M34 5G without charger (Prism Silver, 128 GB)","₹17,490",4.3,8 GB RAM | 128 GB ROM,16.51 cm (6.5 inch) Full HD+ Display,50MP Rear Camera,6000 mAh Battery,Domestic 1 Year of Device & 6 Months for In-Box Accessories
"Infinix Smart 8 Plus (Galaxy White, 128 GB)","₹7,799",4.3,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,50MP + AI Lens | 8MP Front Camera,6000 mAh Battery,Mediatek Helio G36 Processor
"OPPO Reno 12 Pro 5G (Space Brown, 256 GB)","₹36,999",4.4,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP + 50MP | 50MP Front Camera,5000 mAh Battery,Dimensity 7300 Energy Processor
"POCO M4 Pro 5G (Power Black, 128 GB)","₹14,999",4.2,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Mediatek Dimensity 810 Processor
"REDMI A3X (Midnight Black, 128 GB)","₹6,999",4.1,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Samsung Galaxy M34 5G (Waterfall Blue, 128 GB)",,4.2,8 GB RAM | 128 GB ROM,16.51 cm (6.5 inch) Display,50MP Rear Camera,6000 mAh Battery,Domestic 1 Year of Device & 6 Months for In-Box Accessories
"IQOO Z6 Lite 5G (Without Charger) (Stellar Green, 128 GB)",,4.2,6 GB RAM | 128 GB ROM,16.97 cm (6.68 inch) Display,50MP Rear Camera,5000 mAh Battery,1 Year
"POCO F5 5G (Carbon Black, 256 GB)","₹33,999",4.3,12 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,64MP (OIS) + 8MP + 2MP | 16MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 7+ Gen 2 (4nm) Processor
"MOTOROLA g82 5G (Meterorite Grey, 128 GB)","₹13,999",4.1,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Battery,Qualcomm Snapdragon 695 5G Processor
"(Refurbished) MOTOROLA e13 (Cosmic Black, 64 GB)","₹4,999",,Grade: Refurbished - Superb,Compatible Charger & Cable,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,6.5 inch HD+ Display,13MP Rear Camera | 5MP Front Camera
"REDMI Note 12 5G (Sunrise Gold, 128 GB)","₹14,490",4.2,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ AMOLED Display,48MP + 8MP + 2MP | 13MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 4 Gen 1 Processor
"Tecno Pova 6 Pro 5G (Meteorite Grey, 256 GB)","₹19,399",4.3,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,17.22 cm (6.78 inch) Full HD Display,108MP Rear Camera | 32MP Front Camera,6000 mAh Battery,Mediatek Dimensity 6080 Processor
"POCO M4 Pro 5G (Yellow, 128 GB)","₹12,999",4.3,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Mediatek Dimensity 810 Processor
